role,assistant_axis_score__alpha_1.0,assistant_axis_cmp_emotional_register__alpha_1.0,assistant_axis_cmp_vocab_choice__alpha_1.0,assistant_axis_cmp_social_dynamic__alpha_1.0,assistant_axis_cmp_motivation__alpha_1.0,assistant_axis_cmp_worldview_alignment__alpha_1.0,assistant_axis_score__alpha_1.5,assistant_axis_cmp_emotional_register__alpha_1.5,assistant_axis_cmp_vocab_choice__alpha_1.5,assistant_axis_cmp_social_dynamic__alpha_1.5,assistant_axis_cmp_motivation__alpha_1.5,assistant_axis_cmp_worldview_alignment__alpha_1.5,assistant_axis_score__alpha_2.0,assistant_axis_cmp_emotional_register__alpha_2.0,assistant_axis_cmp_vocab_choice__alpha_2.0,assistant_axis_cmp_social_dynamic__alpha_2.0,assistant_axis_cmp_motivation__alpha_2.0,assistant_axis_cmp_worldview_alignment__alpha_2.0,assistant_axis_score__alpha_2.5,assistant_axis_cmp_emotional_register__alpha_2.5,assistant_axis_cmp_vocab_choice__alpha_2.5,assistant_axis_cmp_social_dynamic__alpha_2.5,assistant_axis_cmp_motivation__alpha_2.5,assistant_axis_cmp_worldview_alignment__alpha_2.5
detective,48.32017543859649,30.30701754385965,42.10526315789474,31.710526315789473,39.62719298245614,32.63157894736842,48.530701754385966,30.394736842105264,43.61842105263158,32.87280701754386,41.8421052631579,34.780701754385966,34.780701754385966,16.907894736842106,27.56578947368421,21.44736842105263,32.280701754385966,25.285087719298247,16.00877192982456,9.035087719298245,13.793859649122806,11.271929824561404,19.166666666666668,13.017543859649123
devils_advocate,49.416666666666664,19.736842105263158,37.63157894736842,25.614035087719298,27.82894736842105,19.780701754385966,48.98245614035088,19.035087719298247,36.68859649122807,25.416666666666668,28.88157894736842,20.153508771929825,36.05701754385965,11.644736842105264,23.99122807017544,17.74122807017544,25.50438596491228,16.49122807017544,18.596491228070175,7.5,13.618421052631579,10.614035087719298,18.662280701754387,10.986842105263158
dilettante,53.03947368421053,30.24122807017544,36.8859649122807,34.73684210526316,34.10087719298246,30.87719298245614,56.1578947368421,32.5,39.42982456140351,38.1359649122807,39.05701754385965,35.6140350877193,45.36842105263158,22.25877192982456,28.114035087719298,28.464912280701753,35.723684210526315,31.92982456140351,23.399122807017545,14.714912280701755,16.42543859649123,18.114035087719298,28.42105263157895,23.223684210526315
dispatcher,62.6359649122807,54.42982456140351,61.469298245614034,53.17982456140351,56.71052631578947,53.1140350877193,64.21929824561404,58.1578947368421,63.026315789473685,56.44736842105263,61.75438596491228,58.026315789473685,46.64035087719298,42.083333333333336,44.91228070175438,41.425438596491226,52.76315789473684,48.421052631578945,17.390350877192983,17.390350877192983,18.596491228070175,17.763157894736842,26.62280701754386,21.62280701754386
divorcee,47.33771929824562,40.43859649122807,51.79824561403509,43.04824561403509,44.18859649122807,41.31578947368421,50.64473684210526,43.48684210526316,53.64035087719298,46.51315789473684,49.71491228070175,46.73245614035088,43.00877192982456,34.64912280701754,39.95614035087719,37.43421052631579,46.8421052631579,42.63157894736842,22.785087719298247,19.276315789473685,18.859649122807017,20.482456140350877,30.087719298245613,25.70175438596491
doctor,63.7117903930131,47.4235807860262,60.109170305676855,42.5764192139738,53.60262008733624,48.646288209606986,65.2707423580786,49.082969432314414,59.737991266375545,44.80349344978166,57.903930131004365,52.64192139737991,43.6359649122807,31.07456140350877,39.95614035087719,30.32894736842105,45.37280701754386,39.89035087719298,20.283842794759824,16.921397379912662,20.04366812227074,14.97816593886463,26.528384279475983,20.895196506550217
dreamer,52.63157894736842,32.23684210526316,48.68421052631579,46.40350877192982,42.083333333333336,36.776315789473685,58.60964912280702,37.78508771929825,50.833333333333336,50.06578947368421,49.75877192982456,44.29824561403509,55.1578947368421,32.78508771929825,40.416666666666664,42.5,48.79385964912281,43.1578947368421,14.802631578947368,11.68859649122807,12.412280701754385,15.942982456140351,22.43421052631579,17.346491228070175
echo,66.14912280701755,46.62280701754386,62.34649122807018,52.65350877192982,56.71052631578947,52.96052631578947,67.75877192982456,48.81578947368421,61.99561403508772,53.94736842105263,61.16228070175438,57.01754385964912,61.60964912280702,41.18421052631579,49.21052631578947,45.43859649122807,56.38157894736842,51.8421052631579,13.868421052631579,12.412280701754385,13.442982456140351,14.407894736842104,21.68859649122807,17.763157894736842
economist,59.43859649122807,57.74122807017544,59.824561403508774,56.14035087719298,56.35964912280702,51.228070175438596,59.723684210526315,59.93421052631579,60.03508771929825,57.36842105263158,58.99122807017544,53.78508771929825,38.04824561403509,37.60964912280702,37.5,38.1359649122807,46.58771929824562,40.82017543859649,11.885964912280702,13.640350877192983,12.543859649122806,14.144736842105264,17.719298245614034,13.969298245614034
ecosystem,49.73684210526316,34.03508771929825,44.14473684210526,38.85964912280702,36.38157894736842,29.49561403508772,51.4078947368421,36.666666666666664,46.95175438596491,41.44736842105263,41.469298245614034,33.1578947368421,41.8640350877193,25.81140350877193,32.41228070175438,31.030701754385966,35.43859649122807,26.885964912280702,16.228070175438596,12.171052631578947,12.850877192982455,15.0,18.31140350877193,12.083333333333334
editor,63.46491228070175,56.030701754385966,63.83771929824562,55.08771929824562,62.39035087719298,58.90350877192982,63.14912280701754,57.93859649122807,63.61842105263158,56.53508771929825,64.16666666666667,60.67982456140351,37.89473684210526,35.98684210526316,40.921052631578945,37.03947368421053,49.69298245614035,44.93421052631579,11.842105263157896,13.070175438596491,13.881578947368421,13.771929824561404,19.276315789473685,15.087719298245615
egregore,30.19736842105263,12.412280701754385,21.05263157894737,19.013157894736842,24.69298245614035,13.333333333333334,32.23684210526316,13.530701754385966,22.039473684210527,21.82017543859649,26.864035087719298,14.824561403508772,28.74122807017544,10.986842105263158,17.105263157894736,18.61842105263158,26.79824561403509,14.62719298245614,12.324561403508772,4.780701754385965,7.478070175438597,8.75,14.912280701754385,6.293859649122807
elder,59.1140350877193,44.56140350877193,51.776315789473685,43.75,57.324561403508774,50.078947368421055,62.01754385964912,50.04385964912281,55.46052631578947,49.21052631578947,62.719298245614034,56.11842105263158,55.69736842105263,42.25877192982456,44.10087719298246,41.38157894736842,59.62719298245614,52.60964912280702,18.385964912280702,18.903508771929825,16.513157894736842,18.026315789473685,31.864035087719298,26.18421052631579
eldritch,24.912280701754387,7.521929824561403,13.421052631578947,15.0,17.30263157894737,6.219298245614035,28.767543859649123,8.618421052631579,14.210526315789474,16.666666666666668,20.67982456140351,7.368421052631579,25.859649122807017,7.192982456140351,11.75438596491228,14.057017543859649,20.087719298245613,7.017543859649122,10.692982456140351,3.1798245614035086,6.565789473684211,6.776315789473684,10.50438596491228,2.8640350877192984
emissary,75.19298245614036,63.50877192982456,69.9780701754386,61.8421052631579,68.58333333333333,64.82456140350877,76.68859649122807,65.13157894736842,68.33333333333333,64.71491228070175,72.01754385964912,68.6842105263158,59.93421052631579,48.61842105263158,49.473684210526315,48.1359649122807,62.10526315789474,56.99561403508772,24.092105263157894,21.030701754385966,20.789473684210527,20.986842105263158,33.07017543859649,28.42105263157895
empath,66.29257641921397,40.02183406113537,58.799126637554586,50.17467248908297,52.07423580786026,47.07423580786026,72.02620087336244,44.62882096069869,60.109170305676855,55.633187772925766,58.34061135371179,53.24454148471616,68.15720524017468,39.06113537117904,44.25764192139738,44.62882096069869,55.13100436681223,49.54148471615721,21.572052401746724,18.056768558951966,17.685589519650655,20.0,28.930131004366814,23.733624454148472
engineer,74.82894736842105,64.27631578947368,71.14035087719299,64.16666666666667,70.41666666666667,67.39035087719299,74.11842105263158,65.04385964912281,69.86842105263158,64.49561403508773,71.73245614035088,68.59649122807018,49.78947368421053,41.578947368421055,45.48245614035088,43.1578947368421,56.11842105263158,51.11842105263158,19.342105263157894,17.93859649122807,19.25438596491228,20.50438596491228,28.289473684210527,23.92543859649123
entrepreneur,70.94736842105263,58.771929824561404,67.19298245614036,59.53947368421053,65.39473684210526,62.12719298245614,72.75877192982456,60.0,67.71929824561404,60.74561403508772,68.09210526315789,64.64912280701755,50.08771929824562,41.030701754385966,47.34649122807018,41.95175438596491,56.35964912280702,51.578947368421055,26.210526315789473,23.267543859649123,26.79824561403509,24.166666666666668,37.521929824561404,32.36842105263158
evaluator,88.38157894736842,67.34649122807018,74.3201754385965,67.65350877192982,73.54385964912281,70.53947368421052,86.35526315789474,68.02631578947368,72.85087719298245,68.02631578947368,74.91228070175438,71.90789473684211,53.530701754385966,48.1359649122807,50.328947368421055,49.276315789473685,62.87280701754386,58.17982456140351,18.92543859649123,21.337719298245613,23.37719298245614,24.45175438596491,32.80701754385965,27.785087719298247
evangelist,63.70175438596491,25.767543859649123,43.35526315789474,33.026315789473685,30.635964912280702,21.162280701754387,66.73684210526316,28.00438596491228,43.55263157894737,34.69298245614035,33.20175438596491,23.75,53.85087719298246,20.416666666666668,34.03508771929825,28.596491228070175,30.789473684210527,20.657894736842106,13.701754385964913,8.881578947368421,13.68421052631579,12.017543859649123,14.013157894736842,7.850877192982456
examiner,84.08333333333333,52.74122807017544,63.223684210526315,54.29824561403509,59.18859649122807,54.166666666666664,82.06140350877193,54.86842105263158,62.45614035087719,56.29385964912281,60.57017543859649,56.00877192982456,50.15350877192982,35.87719298245614,41.14035087719298,38.66228070175438,49.42982456140351,43.87280701754386,18.20175438596491,16.75438596491228,19.05701754385965,19.342105263157894,24.144736842105264,19.12280701754386
exile,37.28508771929825,20.416666666666668,35.98684210526316,29.69298245614035,24.912280701754387,19.67105263157895,39.30701754385965,23.20175438596491,38.574561403508774,32.521929824561404,28.61842105263158,23.837719298245613,34.30701754385965,17.587719298245613,28.135964912280702,25.54824561403509,26.030701754385966,19.912280701754387,17.55263157894737,9.385964912280702,13.048245614035087,13.00438596491228,15.614035087719298,10.75
expatriate,55.68421052631579,52.23684210526316,62.36842105263158,53.79385964912281,60.48245614035088,55.56140350877193,57.28947368421053,53.17982456140351,61.8859649122807,54.94736842105263,64.0,58.50877192982456,43.43421052631579,37.03947368421053,42.41228070175438,38.66228070175438,53.66228070175438,47.93859649122807,20.986842105263158,18.157894736842106,18.94736842105263,20.32894736842105,32.39035087719298,26.973684210526315
facilitator,87.46929824561404,69.60526315789474,74.73684210526316,68.50877192982456,75.15350877192982,73.20175438596492,87.38157894736842,71.79824561403508,74.10087719298245,71.8640350877193,78.64035087719299,76.53508771929825,66.03070175438596,55.04385964912281,55.39473684210526,55.26315789473684,68.0701754385965,64.34210526315789,22.478070175438596,24.56140350877193,23.157894736842106,24.144736842105264,35.43859649122807,30.74561403508772
familiar,59.6578947368421,39.780701754385966,52.60964912280702,41.35964912280702,48.68421052631579,44.3640350877193,62.85087719298246,42.01754385964912,53.44298245614035,43.04824561403509,53.1578947368421,48.35526315789474,50.63157894736842,30.789473684210527,40.39473684210526,32.76315789473684,46.00877192982456,40.526315789473685,14.078947368421053,10.723684210526315,13.991228070175438,12.258771929824562,19.780701754385966,15.197368421052632
fixer,49.728070175438596,41.55701754385965,51.51315789473684,42.280701754385966,46.49122807017544,40.45175438596491,50.780701754385966,42.521929824561404,51.40350877192982,42.719298245614034,49.42982456140351,42.74122807017544,40.1359649122807,31.29385964912281,37.58771929824562,32.34649122807018,43.70614035087719,36.776315789473685,22.69736842105263,16.42543859649123,20.767543859649123,18.24561403508772,30.57017543859649,23.68421052631579
flaneur,47.63157894736842,27.43421052631579,37.25877192982456,31.644736842105264,37.23684210526316,27.30263157894737,51.15350877192982,30.899122807017545,40.04385964912281,34.4078947368421,43.61842105263158,32.58771929824562,49.35964912280702,28.333333333333332,33.59649122807018,32.01754385964912,45.57017543859649,34.51754385964912,17.36842105263158,11.973684210526315,12.93859649122807,14.583333333333334,27.56578947368421,18.50877192982456
fool,40.75877192982456,17.412280701754387,21.42543859649123,22.280701754385966,36.92982456140351,26.600877192982455,50.8421052631579,22.93859649122807,24.978070175438596,27.93859649122807,43.026315789473685,32.45614035087719,61.49122807017544,21.885964912280702,21.68859649122807,25.460526315789473,46.29385964912281,34.53947368421053,51.35526315789474,18.662280701754387,14.649122807017545,20.06578947368421,38.48684210526316,26.403508771929825
forecaster,72.14473684210526,48.81578947368421,60.96491228070175,51.8640350877193,58.35526315789474,52.89473684210526,71.09210526315789,49.03508771929825,60.57017543859649,52.85087719298246,61.973684210526315,55.84649122807018,48.84649122807018,29.232456140350877,37.43421052631579,34.53947368421053,47.98245614035088,41.73245614035088,14.692982456140351,11.491228070175438,14.517543859649123,14.320175438596491,22.06140350877193,16.710526315789473
futurist,73.08771929824562,61.62280701754386,69.86842105263158,64.16666666666667,68.83771929824562,65.58333333333333,74.35526315789474,61.776315789473685,67.91666666666667,64.14473684210526,71.66666666666667,67.25438596491227,56.20175438596491,39.473684210526315,44.780701754385966,44.05701754385965,57.96052631578947,52.828947368421055,16.31578947368421,13.530701754385966,16.973684210526315,17.54385964912281,26.25,21.842105263157894
gamer,32.67982456140351,26.535087719298247,32.78508771929825,27.478070175438596,35.54824561403509,30.37280701754386,33.71491228070175,27.017543859649123,33.44298245614035,28.99122807017544,37.96052631578947,32.80701754385965,22.153508771929825,16.842105263157894,24.407894736842106,21.25,36.05263157894737,30.723684210526315,11.228070175438596,9.210526315789474,12.785087719298245,11.206140350877194,22.653508771929825,16.469298245614034
generalist,90.69298245614036,68.59649122807018,74.3640350877193,69.23245614035088,78.28947368421052,74.86842105263158,89.03947368421052,67.85087719298245,72.91666666666667,69.16666666666667,78.59649122807018,75.53947368421052,61.73684210526316,46.40350877192982,50.175438596491226,48.83771929824562,64.67105263157895,59.86842105263158,20.17982456140351,18.530701754385966,19.05701754385965,20.614035087719298,32.65350877192982,27.45614035087719
genie,41.925438596491226,18.44298245614035,26.030701754385966,23.903508771929825,42.54385964912281,28.728070175438596,46.37280701754386,20.855263157894736,28.75,26.62280701754386,48.28947368421053,33.99122807017544,42.526315789473685,16.600877192982455,23.04824561403509,23.092105263157894,45.78947368421053,31.030701754385966,16.62280701754386,7.017543859649122,9.210526315789474,10.592105263157896,29.013157894736842,15.635964912280702
geographer,53.01754385964912,54.05701754385965,59.49561403508772,56.20614035087719,56.14035087719298,50.05701754385965,51.49561403508772,53.421052631578945,57.76315789473684,55.526315789473685,58.026315789473685,50.85526315789474,35.666666666666664,32.74122807017544,35.85526315789474,35.921052631578945,48.1578947368421,39.53947368421053,11.798245614035087,11.513157894736842,10.723684210526315,13.223684210526315,20.06578947368421,14.364035087719298
ghost,33.01315789473684,17.06140350877193,29.32017543859649,24.210526315789473,27.69736842105263,18.135964912280702,36.61842105263158,19.649122807017545,31.096491228070175,27.80701754385965,31.600877192982455,21.644736842105264,33.49122807017544,16.907894736842106,25.219298245614034,24.25438596491228,32.675438596491226,22.390350877192983,14.166666666666666,7.105263157894737,9.912280701754385,10.526315789473685,18.68421052631579,10.635964912280702
golem,35.79824561403509,16.600877192982455,26.228070175438596,18.728070175438596,23.55263157894737,15.679824561403509,36.521929824561404,17.67543859649123,27.982456140350877,20.30701754385965,24.95614035087719,16.907894736842106,30.109649122807017,13.925438596491228,22.5,17.30263157894737,23.04824561403509,15.37280701754386,12.302631578947368,5.767543859649122,11.008771929824562,8.092105263157896,11.907894736842104,7.017543859649122
gossip,38.99122807017544,31.535087719298247,36.68859649122807,31.644736842105264,43.81578947368421,39.12280701754386,41.719298245614034,35.70175438596491,40.76754385964912,37.06140350877193,51.49122807017544,46.271929824561404,36.73245614035088,31.20614035087719,32.85087719298246,32.719298245614034,52.96052631578947,47.828947368421055,20.37280701754386,16.907894736842106,14.013157894736842,17.67543859649123,35.46052631578947,28.859649122807017
grader,88.5701754385965,50.5921052631579,61.49122807017544,49.978070175438596,51.40350877192982,48.37719298245614,86.11842105263158,52.93859649122807,61.38157894736842,52.21491228070175,55.54824561403509,51.53508771929825,56.13157894736842,40.94298245614035,45.06578947368421,41.68859649122807,49.01315789473684,44.62719298245614,20.021929824561404,18.61842105263158,18.92543859649123,20.263157894736842,24.539473684210527,20.482456140350877
graduate,73.3201754385965,56.11842105263158,67.60964912280701,58.68421052631579,63.79385964912281,61.8640350877193,74.44298245614036,58.99122807017544,67.5219298245614,59.66228070175438,68.85964912280701,66.41228070175438,56.70175438596491,42.85087719298246,45.526315789473685,43.59649122807018,58.26754385964912,54.53947368421053,20.13157894736842,19.210526315789473,19.12280701754386,20.06578947368421,32.324561403508774,28.135964912280702
grandparent,56.35087719298246,44.56140350877193,51.776315789473685,42.719298245614034,59.05701754385965,51.82017543859649,62.473684210526315,51.776315789473685,56.666666666666664,49.166666666666664,68.0701754385965,60.79385964912281,52.8421052631579,39.780701754385966,42.01754385964912,38.026315789473685,60.833333333333336,53.1359649122807,24.135964912280702,21.00877192982456,17.82894736842105,19.736842105263158,39.91228070175438,32.719298245614034
guardian,68.04385964912281,41.271929824561404,56.25,42.280701754385966,45.78947368421053,41.030701754385966,68.82456140350877,43.59649122807018,56.44736842105263,44.73684210526316,49.95614035087719,43.64035087719298,50.478070175438596,31.07456140350877,40.6140350877193,32.30263157894737,39.93421052631579,34.276315789473685,16.79824561403509,12.412280701754385,14.671052631578947,12.653508771929825,17.982456140350877,13.289473684210526
guide,92.2280701754386,69.75877192982456,76.11842105263158,71.16228070175438,80.54824561403508,77.33771929824562,90.72368421052632,70.72368421052632,74.34210526315789,72.33771929824562,81.25877192982456,77.60964912280701,63.48245614035088,49.23245614035088,51.228070175438596,51.51315789473684,65.85526315789474,60.53947368421053,20.394736842105264,19.42982456140351,19.45175438596491,21.140350877192983,32.74122807017544,27.105263157894736
guru,67.67543859649123,44.824561403508774,52.719298245614034,45.78947368421053,56.49122807017544,46.44736842105263,74.09210526315789,50.54824561403509,55.87719298245614,52.78508771929825,63.31140350877193,54.07017543859649,66.39912280701755,42.93859649122807,44.45175438596491,43.59649122807018,61.074561403508774,51.38157894736842,19.662280701754387,17.039473684210527,15.021929824561404,17.478070175438596,31.666666666666668,22.894736842105264
hacker,36.53947368421053,20.67982456140351,30.30701754385965,24.07894736842105,30.153508771929825,22.36842105263158,38.53508771929825,23.24561403508772,31.469298245614034,25.70175438596491,33.24561403508772,25.482456140350877,28.19736842105263,13.947368421052632,22.960526315789473,17.982456140350877,27.214912280701753,19.86842105263158,15.109649122807017,7.5,12.017543859649123,9.407894736842104,17.69736842105263,11.732456140350877
healer,69.74561403508773,46.18421052631579,58.46491228070175,51.49122807017544,56.95175438596491,51.98684210526316,73.22368421052632,49.69298245614035,59.91228070175438,55.219298245614034,61.18421052631579,56.19736842105263,64.25438596491227,38.728070175438596,44.01315789473684,43.44298245614035,55.57017543859649,49.078947368421055,20.592105263157894,15.833333333333334,15.964912280701755,17.214912280701753,26.95175438596491,21.55701754385965
hedonist,34.109170305676855,17.336244541484717,29.67248908296943,27.532751091703055,18.056768558951966,13.406113537117903,35.48908296943232,18.38427947598253,30.982532751091703,29.388646288209607,20.065502183406114,14.956331877729257,27.14410480349345,12.161572052401747,22.860262008733624,22.816593886462883,16.812227074235807,11.624454148471616,13.34061135371179,7.467248908296943,12.947598253275109,14.039301310043669,11.921397379912664,7.510917030567685
hermit,40.1140350877193,20.964912280701753,33.85964912280702,22.54385964912281,30.021929824561404,19.539473684210527,43.074561403508774,24.846491228070175,36.8640350877193,27.346491228070175,35.416666666666664,24.67105263157895,44.68421052631579,22.412280701754387,30.855263157894736,24.978070175438596,37.30263157894737,26.337719298245613,16.55701754385965,10.767543859649123,12.719298245614034,12.56578947368421,24.29824561403509,15.43859649122807
historian,50.79385964912281,53.48684210526316,59.25438596491228,53.17982456140351,55.78947368421053,50.416666666666664,48.85526315789474,52.03947368421053,56.8640350877193,53.223684210526315,57.36842105263158,52.20614035087719,35.23684210526316,31.18421052631579,36.68859649122807,34.91228070175438,45.28508771929825,38.90350877192982,14.824561403508772,12.456140350877194,15.666666666666666,15.320175438596491,23.092105263157894,17.763157894736842
hive,38.50438596491228,26.92982456140351,39.60526315789474,27.083333333333332,28.530701754385966,21.842105263157894,40.37280701754386,28.20175438596491,40.39473684210526,29.210526315789473,30.855263157894736,23.79385964912281,36.96052631578947,22.960526315789473,31.337719298245613,24.912280701754387,29.013157894736842,22.25877192982456,13.114035087719298,8.179824561403509,10.263157894736842,8.574561403508772,11.776315789473685,7.741228070175438
hoarder,32.5921052631579,17.87280701754386,29.407894736842106,25.263157894736842,15.548245614035087,13.289473684210526,34.36842105263158,20.657894736842106,31.99561403508772,28.728070175438596,18.114035087719298,16.31578947368421,30.833333333333332,15.767543859649123,23.837719298245613,21.99561403508772,17.30263157894737,13.925438596491228,27.25877192982456,13.486842105263158,16.38157894736842,18.464912280701753,17.36842105263158,12.916666666666666
homunculus,41.17982456140351,26.00877192982456,45.35087719298246,33.925438596491226,35.85526315789474,27.850877192982455,43.223684210526315,28.728070175438596,47.21491228070175,38.026315789473685,40.48245614035088,32.23684210526316,37.79824561403509,18.728070175438596,34.05701754385965,28.114035087719298,35.04385964912281,26.29385964912281,17.412280701754387,8.596491228070175,14.912280701754385,13.508771929824562,19.75877192982456,13.442982456140351
hybrid,77.28508771929825,54.14473684210526,67.28070175438596,58.20175438596491,65.41666666666667,60.86842105263158,77.52631578947368,55.0,66.2719298245614,58.17982456140351,68.33333333333333,63.026315789473685,61.60087719298246,40.15350877192982,47.30263157894737,44.10087719298246,57.03947368421053,51.921052631578945,21.907894736842106,16.842105263157894,20.43859649122807,20.021929824561404,32.324561403508774,26.907894736842106
idealist,73.16228070175438,54.03508771929825,69.53947368421052,61.92982456140351,60.0,57.96052631578947,76.40350877192982,57.98245614035088,68.75,65.0219298245614,66.05263157894737,62.916666666666664,65.53947368421052,48.1359649122807,51.776315789473685,50.48245614035088,61.37280701754386,57.14912280701754,16.600877192982455,17.80701754385965,16.776315789473685,18.31140350877193,28.17982456140351,23.61842105263158
immigrant,50.280701754385966,44.3640350877193,53.1578947368421,46.228070175438596,50.10964912280702,46.219298245614034,51.421052631578945,48.88157894736842,57.521929824561404,50.0,54.75877192982456,51.030701754385966,43.71491228070175,37.23684210526316,42.12719298245614,39.23245614035088,49.45175438596491,44.51754385964912,24.583333333333332,21.42543859649123,20.67982456140351,21.29385964912281,31.82017543859649,27.67543859649123
improviser,58.03508771929825,43.79385964912281,51.40350877192982,44.73684210526316,51.49122807017544,46.5921052631579,62.28508771929825,49.14473684210526,55.15350877192982,50.46052631578947,58.55263157894737,53.223684210526315,52.14473684210526,38.223684210526315,42.41228070175438,40.28508771929825,52.54385964912281,46.666666666666664,20.81140350877193,18.355263157894736,16.62280701754386,19.342105263157894,32.280701754385966,26.49122807017544
infant,4.37280701754386,2.039473684210526,1.6228070175438596,2.9166666666666665,4.692982456140351,1.6228070175438596,9.894736842105264,4.144736842105263,3.4210526315789473,5.899122807017544,8.618421052631579,4.298245614035087,13.530701754385966,4.583333333333333,3.793859649122807,6.0964912280701755,10.855263157894736,5.087719298245614,19.157894736842106,8.157894736842104,6.614035087719298,8.618421052631579,13.223684210526315,7.807017543859649
influencer,62.84649122807018,58.39912280701754,65.74561403508773,58.0921052631579,68.55263157894737,65.89912280701755,64.95614035087719,59.91228070175438,64.64912280701755,58.99122807017544,70.46052631578948,66.87719298245614,48.078947368421055,43.83771929824562,47.675438596491226,43.70614035087719,59.62719298245614,55.5921052631579,20.17543859649123,22.587719298245613,22.12719298245614,22.82894736842105,38.46491228070175,32.828947368421055
instructor,92.4780701754386,73.88157894736842,79.80263157894737,74.60526315789474,82.16228070175438,79.61842105263158,91.52631578947368,72.43859649122807,77.32894736842105,73.3157894736842,81.33333333333333,78.34649122807018,62.60087719298246,48.1578947368421,52.43421052631579,48.64035087719298,66.3157894736842,61.469298245614034,29.29824561403509,24.605263157894736,27.960526315789473,26.05263157894737,40.81140350877193,35.35087719298246
interpreter,65.42543859649123,61.666666666666664,66.97368421052632,61.20614035087719,67.91666666666667,64.21052631578948,65.78947368421052,60.87719298245614,66.2719298245614,61.35964912280702,67.25877192982456,63.01754385964912,46.73684210526316,43.1578947368421,45.35087719298246,42.58771929824562,55.98684210526316,51.09649122807018,20.833333333333332,20.67982456140351,20.416666666666668,21.907894736842106,32.78508771929825,27.916666666666668
interviewer,78.0657894736842,61.64473684210526,70.78947368421052,61.228070175438596,73.09210526315789,69.58333333333333,77.69298245614036,62.5,69.56140350877193,62.56578947368421,74.03508771929825,69.39912280701755,55.14035087719298,42.21491228070175,46.05263157894737,42.19298245614035,58.68421052631579,53.223684210526315,23.70614035087719,19.29824561403509,20.19736842105263,20.74561403508772,30.285087719298247,24.978070175438596
jester,36.06140350877193,15.43859649122807,21.535087719298247,21.666666666666668,38.00438596491228,28.399122807017545,39.578947368421055,18.81578947368421,23.75,24.166666666666668,43.530701754385966,32.43421052631579,37.92982456140351,18.464912280701753,22.19298245614035,23.486842105263158,47.69736842105263,36.68859649122807,11.228070175438596,6.907894736842105,7.2894736842105265,8.75,27.74122807017544,15.460526315789474
journalist,67.33771929824562,53.421052631578945,64.75877192982456,55.04385964912281,60.37280701754386,56.78947368421053,67.45614035087719,52.03947368421053,63.48684210526316,54.05701754385965,61.16228070175438,57.93859649122807,43.89473684210526,31.68859649122807,41.228070175438596,34.18859649122807,48.1578947368421,43.24561403508772,19.736842105263158,15.767543859649123,21.42543859649123,17.916666666666668,27.982456140350877,23.333333333333332
judge,64.49122807017544,44.64912280701754,56.31578947368421,43.36842105263158,48.32017543859649,42.521929824561404,64.04385964912281,45.0,54.3859649122807,44.276315789473685,51.33771929824562,45.05701754385965,44.61842105263158,29.780701754385966,36.40350877192982,30.06578947368421,40.30701754385965,33.99122807017544,15.548245614035087,12.214912280701755,14.18859649122807,11.820175438596491,18.61842105263158,13.5
lawyer,61.248908296943235,33.8646288209607,51.55021834061135,33.624454148471614,44.301310043668124,37.86026200873363,61.995633187772924,33.51528384279476,49.65065502183406,34.672489082969435,44.93449781659389,38.51528384279476,40.53711790393013,18.100436681222707,30.72052401746725,20.91703056768559,35.37117903930131,29.868995633187772,13.995633187772926,8.056768558951966,12.59825327510917,8.406113537117903,16.353711790393014,11.593886462882097
leviathan,35.425438596491226,19.29824561403509,31.68859649122807,23.355263157894736,26.31578947368421,18.61842105263158,37.80701754385965,21.92982456140351,33.04824561403509,26.140350877192983,30.0,21.31578947368421,36.35087719298246,19.342105263157894,29.473684210526315,22.56578947368421,29.013157894736842,21.140350877192983,12.105263157894736,6.491228070175438,9.956140350877194,8.00438596491228,12.521929824561404,7.324561403508772
librarian,72.04385964912281,53.66228070175438,62.5,54.10087719298246,61.8421052631579,57.25877192982456,71.3201754385965,54.95614035087719,63.0921052631579,57.03947368421053,65.74561403508773,60.84649122807018,45.37280701754386,33.530701754385966,41.20614035087719,36.60087719298246,51.82017543859649,46.49122807017544,16.25,13.048245614035087,15.592105263157896,14.649122807017545,23.57456140350877,18.17982456140351
linguist,46.19298245614035,49.25438596491228,56.469298245614034,50.28508771929825,50.08771929824562,45.76754385964912,45.28508771929825,50.10964912280702,55.26315789473684,51.40350877192982,51.20614035087719,46.33771929824562,32.09649122807018,30.94298245614035,35.28508771929825,34.10087719298246,43.31140350877193,37.41228070175438,12.280701754385966,11.842105263157896,13.81578947368421,14.56140350877193,21.20614035087719,16.140350877192983
loner,40.728070175438596,21.25,33.00438596491228,18.99122807017544,27.56578947368421,21.11842105263158,43.48684210526316,23.99122807017544,37.78508771929825,22.149122807017545,30.153508771929825,24.29824561403509,40.333333333333336,19.100877192982455,30.394736842105264,19.780701754385966,29.144736842105264,23.289473684210527,20.32894736842105,12.12719298245614,16.49122807017544,11.578947368421053,22.609649122807017,16.38157894736842
luddite,33.05263157894737,19.035087719298247,24.62719298245614,23.092105263157894,15.0,9.592105263157896,35.15350877192982,21.359649122807017,26.79824561403509,25.67982456140351,18.04824561403509,12.390350877192983,30.609649122807017,16.07456140350877,23.157894736842106,21.864035087719298,16.18421052631579,10.263157894736842,16.403508771929825,9.912280701754385,12.807017543859649,12.543859649122806,12.675438596491228,6.62280701754386
